POS,ARCHETYPE,PRIMARY,SECONDARY,KEY BADGES,SECONDARY BADGES,,Layups,Dunks,Mid-Range,3PT,Ball Handling,Passing,Post Offense,Rebounding,Steals,Blocks,Vertical,Lat Quickness,Speed,Accel,Strength,Stamina
3,Rebounding Shot Creator,Shot Creating,Rebounding,"GOLD Mid Range, GOLD Tear Dropper, GOLD Tireless Scorer, GOLD Difficult Shots, SILVER One Man Fast Break","Silver Relentless Finisher, Silver Hustle Rebounder, Silver Brick Wall, Silver Break Starter, Silver Bruiser, Silver Putback King, Silver Lob City Finisher, Bronze Up & Under Specialist, Bronze Pick & Roller, Bronze Ankle Breaker, Bronze Corner Specialist, Bronze Acrobat, Bronze Post Spin Technician, Bronze Drop Stepper, Bronze Defensive Stopper, Bronze Chase Down Artist, Bronze Posterizer, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,14-20,13-17,20-21,12-14,14-18,9-13,12-15,15-17,9-14,9-13,17-21,12-15,15-19,16-18,15-18,22-25
3,Two Way Shot Creator,Shot Creating,Defending,"GOLD Mid Range, GOLD Tear Dropper, GOLD Tireless Scorer, GOLD Difficult Shots, SILVER Defensive Stopper","Silver Chase Down Artist, Silver Charge Card, Silver Pick Pocket, Silver Relentless Finisher, Silver One Man Fast Break, Bronze Lob City Finisher, Bronze Up & Under Specialist, Bronze Acrobat, Bronze Bruiser, Bronze Ankle Breaker, Bronze Pick Dodger, Bronze Drop Stepper, Bronze Pick & Roller, Bronze Rim Protector, Bronze Posterizer, Bronze Putback King, Bronze Corner Specialist, Bronze Post Spin Technician, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,13-18,13-17,20-21,12-14,14-18,9-13,11-13,9-12,15-18,15-18,17-21,16-19,18-22,19-21,14-18,22-25
3,Rebounding Slasher,Driving & Finishing,Rebounding,"HOF Lob City Finisher, HOF Posterizer, HOF One Man Fast Break, GOLD Relentless Finisher, GOLD Putback King","Gold Acrobat, Silver Hustle Rebounder, Silver Pick & Roller, Silver Chase Down Artist, Silver Brick Wall, Silver Break Starter, Silver Bruiser, Bronze Tear Dropper, Bronze Ankle Breaker, Bronze Defensive Stopper, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,22-23,22-23,6-9,5-6,12-14,8-10,8-9,15-17,12-15,9-13,23-25,13-15,20-23,20-21,15-20,22-25
3,Post Scoring Defender,Defending,Post Scoring,"HOF Bruiser, GOLD Defensive Stoper, GOLD Charge Card, GOLD Pick Pocket, GOLD Chase Down Artist","Silver Pick Dodger, Silver Rim Protector, Silver Posterizer, Silver Putback King, Silver Lob City Finisher, Silver Post Spin Technician, Silver Drop Stepper, Bronze Up & Under Specialist, Bronze Brick Wall, Bronze Hustle Rebounder, Bronze Pick & Roller, Bronze Relentless Finisher, Bronze Acrobat, Bronze One Man Fast Break, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-14,12-16,6-9,4-5,5-9,7-10,14-14,12-16,21-22,22-23,19-22,19-22,19-22,19-22,21-25,22-25
3,Pure Slasher,Driving & Finishing,Driving & Finishing,"HOF Posterizer, HOF Relentless Finisher, HOF One Man Fast Break, HOF Lob City Finisher, GOLD Acrobat","Gold Putback King, Silver Pick & Roller, Silver Tear Dropper, Silver Chase Down Artist, Bronze Ankle Breaker, Bronze Hustler Rebounder, Bronze Defensive Stopper, Bronze Tireless Scorer, Bronze Post Spin Technician, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,25-25,25-25,7-10,5-6,14-17,8-10,7-8,9-13,12-15,9-13,23-25,14-16,22-25,22-25,11-15,22-25
3,Lockdown Defender,Defending,Defending,"HOF Defensive Stopper, HOF Pick Pocket, HOF Chase Down Artist, HOF Charge Card, GOLD Bruiser","Gold Pick Dodger, Silver Rim Protector, Silver Posterizer, Silver Lob City Finisher, Silver Putback King, Bronze Hustler Rebounder, Bronze Acrobat, Bronze Pick & Roller, Bronze Brick Wall, Bronze One Man Fast Break, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,6-8,11-15,4-7,4-5,5-7,7-9,6-7,11-15,25-25,25-25,22-25,22-25,22-25,22-25,20-25,22-25
3,Pure Shot Creator,Shot Creating,Shot Creating,"HOF Mid Range Deadeye, HOF Tear Dropper, HOF Tireless Scorer, HOF Difficult Shots, SILVER Relentless Finisher","Silver One Man Fast Break, Silver Up & Under Specialist, Bronze Ankle Breaker, Bronze Corner Specialist, Bronze Drop Stepper, Bronze Defensive Stopper, Bronze Pick & Roller, Bronze Lob City Finisher, Bronze Dimer, Bronze Lob City Passer, Bronze Chase Down Artist, Bronze Charge Card, Bronze Acrobat, Bronze Post Spin Technician, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,15-21,13-17,25-25,14-17,16-21,9-14,12-15,9-11,9-14,9-13,14-18,13-15,16-20,17-19,11-14,22-25
3,Sharpshooting Shot Creator,Shot Creating,3pt Shooting,"HOF Tireless Scorer, HOF Difficult Shots, HOF Mid Range Deadeye, GOLD Tear Dropper, SILVER Corner Specialist","Silver Catch & Shoot, Silver Deep Range Deadeye, Silver Limitless Range, Silver Relentless Finisher, Bronze Up & Under Specialist, Bronze One Man Fast Break, Bronze Pick & Popper, Bronze Pick & Roller, Bronze Ankle Breaker, Bronze Acrobat, Bronze Post Spin Technician, Bronze Drop Stepper, Bronze Defensive Stopper, Bronze Lob City Passer, Bronze Lob City Finisher, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,14-19,11-14,24-24,18-20,14-19,9-14,11-14,9-11,9-14,8-12,13-17,13-15,14-18,15-17,11-14,22-25
3,Slashing Shot Creator,Shot Creating,Driving & Finishing,"HOF Tear Dropper, GOLD Tireless Scorer, GOLD Mid Range Deadeye, GOLD Difficult Shots, GOLD Relentless Finisher","Gold One Man Fast Break, Silver Lob City Finisher, Silver Acrobat, Silver Posterizer, Silver Pick & Roller, Bronze Ankle Breaker, Bronze Up & Under Specialist, Bronze Post Spin Technician, Bronze Corner Specialist, Bronze Drop Stepper, Bronze Putback King, Bronze Defensive Stopper, Bronze Chase Down Artist, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,19-23,18-19,21-22,12-14,16-20,9-12,11-13,9-11,10-14,9-12,17-20,13-15,18-21,19-20,11-14,22-25
3,Slashing Point Forward,Passing & Ball Handling,Driving & Finishing,"GOLD Lob City Passer, GOLD One Man Fast Break, GOLD Dimer, GOLD Pick & Roll Maestro, GOLD Break Starter","Gold Flashy Passer, Gold Acrobat, Silver Ankle Breaker, Silver Relentless Finisher, Silver Posterizer, Silver Lob City Finisher, Silver Tireless Scorer, Bronze Difficult Shots, Bronze Putback King, Bronze Defensive Stopper, Bronze Tear Dropper, Bronze Pick & Roller, Bronze Chase Down Artist, Bronze Post Spin Technician, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,17-20,13-15,10-15,11-14,23-23,21-22,6-8,7-9,10-14,6-9,14-18,13-16,22-25,22-25,9-14,22-25
3,Post Scoring Point Forward,Passing & Ball Handling,Post Scoring,"GOLD Lob City Passer, GOLD Dimer, GOLD Pick & Roll Maestro, GOLD Break Starter, GOLD Flashy Passer","Silver Ankle Breaker, Silver One Man Fast Break, Silver Post Spin Technician, Silver Acrobat, Silver Drop Stepper, Silver Bruiser, Silver Up & Under Specialist, Silver Tireless Scorer, Silver Difficult Shots, Bronze Relentless Finisher, Bronze Defensive Stopper, Bronze Brick Wall, Bronze Tear Dropper, Bronze Mid Range Deadeye, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,15-20,7-12,11-16,11-14,21-22,21-22,14-15,9-11,9-13,6-9,9-14,12-15,19-22,19-22,14-18,22-25
3,Two Way Point Forward,Passing & Ball Handling,Defending,"GOLD Dimer, GOLD Pick & Roll Maestro, GOLD Lob City Passer, GOLD Flashy Passer, GOLD Break Starter","Silver One Man Fast Break, Silver Defensive Stopper, Silver Ankle Breaker, Silver Charge Card, Silver Acrobat, Silver Pick Pocket, Silver Chase Down Artist, Bronze Tireless Scorer, Bronze Difficult Shots, Bronze Bruiser, Bronze Pick Dodger, Bronze Rim Protector, Bronze Posterizer, Bronze Lob City Finisher, Bronze Putback King, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,11-15,6-10,9-14,11-14,21-21,21-21,6-8,8-10,15-18,13-14,14-18,16-20,22-25,22-25,13-18,22-25
3,Post Scoring Slasher,Driving & Finishing,Post Scoring,"HOF Relentless Finisher, GOLD Posterizer, GOLD Lob City Finisher, GOLD One Man Fast Break, GOLD Acrobat","Silver Putback King, Silver Pick & Roller, Silver Post Spin Technician, Silver Drop Stepper, Silver Bruiser, Silver Up & Under Specialist, Silver Tear Dropper, Bronze Chase Down Artist, Bronze Hustle Rebounder, Bronze Ankle Breaker, Bronze Defensive Stopper, Bronze Brick Wall, Bronze Tireless Scorer, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,23-25,23-23,8-11,5-6,12-15,8-10,14-15,10-15,11-14,9-12,20-21,13-14,19-21,19-22,14-17,22-25
3,Playmaking Rebounder,Rebounding,Passing & Ball Handling,"HOF Break Starter, GOLD Hustle Rebouinder, GOLD Brick Wall, GOLD Bruiser, GOLD Putback King","Silver One Man Fast Break, Silver Lob City Finisher, Silver Lob City Passer, Silver Dimer, Silver Pick & Roll Maestro, Silver Flashy Passer, Silver Posterizer, Bronze Ankle Breaker, Bronze Pick & Roller, Bronze Chase Down Artist, Bronze Defensive Stopper, Bronze Acrobat, Bronze Pick Dodger, Bronze Tireless Scorer, Bronze Difficult Shots, Bronze Relentless Finisher, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-17,10-15,6-9,6-8,13-15,15-17,11-12,21-21,10-13,9-13,19-23,11-13,15-20,15-17,19-22,22-25
3,Rebounding Point Forward,Passing & Ball Handling,Rebounding,"HOF Break Starter, GOLD Lob City Passer. GOLD Dimer, GOLD Pick & Roll Maestro, GOLD Flashy Passer","Gold One Man Fast Break, Silver Ankle Breaker, Silver Hustle Rebounder, Silver Brick Wall, Silver Bruiser, Silver Putback King, Silver Acrobat, Bronze Tireless Scorer, Bronze Difficult Shots, Bronze Lob City Finisher, Bronze Defensive Stopper, Bronze Posterizer, Bronze Relentless Finisher, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-18,7-11,9-14,11-14,21-21,21-22,7-9,14-15,9-13,6-9,14-18,12-15,20-23,20-22,14-18,22-25
3,Playmaking Post Scorer,Post Scoring,Passing & Ball Handling,"GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Bruiser, GOLD Up & Under Specialist, SILVER Relentless Finisher","Silver Lob City Passer, Silver Dimer, Silver Pick & Roll Maestro, Silver Break Starter, Silver Flashy Passer, Silver Brick Wall, Bronze Acrobat, Bronze Tireless Scorer, Bronze Ankle Breaker, Bronze Pick & Roller, Bronze One Man Fast Break, Bronze Defensive Stopper, Bronze Difficult shots, Bronze Tear Dropper, Bronze Posterizer, Bronze Hustle Rebounder, Bronze Putback King, Bronze Mid Range Deadeye, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,18-22,12-16,13-16,7-9,14-17,15-18,21-21,12-17,7-12,9-13,9-13,9-12,14-17,14-17,19-22,22-25
3,Sharpshooting Slasher,Driving & Finishing,3pt Shooting,"GOLD Posterizer, GOLD Relentless Finisher, GOLD Acrobat, GOLD One Man Fast Break, GOLD Lob City Finisher","Silver Pick & Roller, Silver Putback King, Silver Tear Dropper, Silver Catch & Shoot, Silver Deep Range Deadeye, Silver Limitless Range, Silver Corner Specialist, Bronze Tireless Scorer, Bronze Chase Down Artist, Bronze Pick & Popper, Bronze Ankle Breaker, Bronze Hustle Rebounder, Bronze Difficult shots, Bronze Mid Range Deadeye, Bronze Defensive Stopper, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,22-22,20-20,12-14,13-15,13-15,9-11,7-8,9-12,11-14,8-11,20-23,13-15,19-22,19-22,11-14,22-25
3,Rebounding Defender,Defending,Rebounding,"HOF Bruiser, GOLD Chase Down Artist, GOLD Defensive Stopper, GOLD Charge Card, GOLD Pick Pocket","Gold Putback King, Silver Hustle Rebounder, Silver Lob City Finisher, Silver Pick Dodger, Silver Posterizer, Silver Brick Wall, Silver Rim Protector, Silver Break Starter, Bronze One Man Fast Break, Bronze Pick & Roller, Bronze Acrobat, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,7-10,11-16,4-7,4-5,5-8,7-9,7-9,17-19,22-23,22-23,22-25,19-22,20-23,20-22,21-25,22-25
3,Two Way Rebounder,Rebounding,Defending,"HOF Bruiser, HOF Putback King, GOLD Hustle Rebounder, GOLD Brick Wall, GOLD Break Starter","Gold Lob City Finisher, Silver Chase Down Artist, Silver Defensive Stopper, Silver Posterizer, Silver Charge Card, Silver Pick Pocket, Silver Pick Dodger, Silver One Man Fast Break, Bronze Pick & Roller, Bronze Rim Protector, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,11-15,12-17,4-7,4-5,5-8,8-11,11-12,22-23,16-19,16-19,22-25,14-18,15-20,15-18,21-25,22-25
3,Shot Creating Point Forward,Passing & Ball Handling,Shot Creating,"GOLD Dimer, GOLD Lob City Passer, GOLD Pick & Roll Maestro, GOLD Break Starter, GOLD Flashy Passer","Gold Tireless Scorer, Gold Difficult Shots, Gold One Man Fast Break, Silver Ankle Breaker, Silver Acrobat, Silver Mid Range Deadeye, Silver Tear Dropper, Bronze Relentless Finisher, Bronze Defensive Stopper, Bronze Corner Specialist, Bronze Post Spin Technician, Bronze Up & Under Specialist, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,13-18,7-11,17-20,13-16,23-24,21-23,7-10,7-9,9-13,6-8,10-15,13-16,20-23,21-23,9-13,22-25
3,Slashing Rebounder,Rebounding,Driving & Finishing,"HOF Putback King, GOLD Hustle Rebounder, GOLD Lob City Finisher, GOLD Brick Wall, GOLD Break Starter","Gold Bruiser, Gold Posterizer, Gold One Man Fast Break, Silver Relentless Finisher, Silver Pick & Roller, Silver Chase Down Artist, Bronze Acrobat, Bronze Defensive Stopper, Bronze Pick Dodger, Bronze Tear Dropper, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,17-20,17-20,5-8,4-5,7-10,8-11,11-13,21-22,10-15,10-15,22-25,11-14,17-20,17-20,20-23,22-25
3,Two Way Post Scorer,Post Scoring,Defending,"HOF Bruiser, GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Up & Under, SILVER Defensive Stopper","Silver Relentless Finisher, Silver Charge Card, Silver Brick Wall, Silver Pick Pocket, Silver Chase Down Artist, Bronze Posterizer, Bronze Putback King, Bronze Pick & Roller, Bronze Rim Protector, Bronze Hustle Rebounder, Bronze Lob City Finisher, Bronze Pick Dodger, Bronze Acrobat, Bronze Tear Dropper, Bronze Tireless Scorer, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,17-20,13-17,11-14,5-7,7-10,9-12,21-21,13-18,14-17,16-19,14-18,13-16,14-17,14-17,21-25,22-25
3,Shot Creating Post Scorer,Post Scoring,Shot Creating,"HOF Up & Under Specialist, GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Bruiser, GOLD Relentless Finisher","Silver Tear Dropper, Silver Tireless Scorer, Silver Mid Range Deadeye, Silver Difficult Shots, Silver Brick Wall, Bronze Pick & Roller, Bronze Acrobat, Bronze Defensive Stopper, Bronze Posterizer, Bronze Hustle Rebounder, Bronze Putback King, Bronze Lob City Finisher, Bronze One Man Fast Break, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,19-23,14-18,18-20,7-10,10-15,10-14,22-23,13-17,7-12,10-15,10-14,9-13,11-14,12-14,20-23,22-25
3,Slashing Post Scorer,Post Scoring,Driving & Finishing,"GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Bruiser, GOLD Up & Under Specialist, GOLD Relentless Finisher","Silver Posterizer, Silver Lob City Finisher, Silver Acrobat, Silver Pick & Roller, Silver One Man Fast Break, Silver Brick Wall, Silver Putback King, Bronze Tear Dropper, Bronze Hustle Rebounder, Bronze Defensive Stopper, Bronze Tireless Scorer, Bronze Chase Down Artist, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,22-24,18-21,12-15,6-7,9-13,9-13,21-21,13-18,8-13,10-15,14-18,9-12,14-17,14-17,20-23,22-25
3,Pure Post Scorer,Post Scoring,Post Scoring,"HOF Post Spin Technician, HOF Drop Stepper, HOF Bruiser, HOF Up & Under Specialist, GOLD Relentless Finisher","Silver Brick Wall, Bronze Pick & Roller, Bronze Defensive Stopper, Bronze Posterizer, Bronze Tear Dropper, Bronze Tireless Scorer, Bronze Hustle Rebounder, Bronze Acrobat, Bronze Putback King, Bronze Mid Range Deadeye, Bronze Rim Protector, Bronze Difficult Shots, Bronze Pick & Popper, Bronze Lob City Passer, Bronze Lob City Finisher, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,20-24,14-18,13-16,5-7,7-11,9-13,25-25,14-19,7-12,10-15,9-13,8-10,9-11,10-12,22-25,22-25
3,Glass Cleaner,Rebounding,Rebounding,"HOF Hustle Rebounder, HOF Brick Wall, HOF Break Starter, HOF Bruiser, HOF Putback King","Gold Lob City Finisher, Silver Posterizer, Silver One Man Fast Break, Bronze Pick & Roller, Bronze Chase Down Artist, Bronze Defensive Stopper, Bronze Pick Dodger, Bronze Relentless Finisher, Bronze Rim Protector, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-17,12-17,4-7,4-5,5-8,8-11,12-14,25-25,10-15,10-15,23-25,10-13,11-16,11-13,22-25,22-25
3,Post Scoring Shot Creator,Shot Creating,Post Scoring,"HOLD Tear Dropper, GOLD Tireless Scorer, GOLD Mid Range Deadeye, GOLD Difficult Shots, GOLD Up & Under Specialist","Silver Post Spin Technician, Silver Drop Stepper, Silver Relentless Finisher, Silver Bruiser, Bronze One Man Fast Break, Bronze Acrobat, Bronze Pick & Roller, Bronze Ankle Breaker, Bronze Corner Specialist, Bronze Defensive Stopper, Bronze Lob City Finisher, Bronze Brick Wall, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,17-22,13-17,22-23,12-15,14-19,9-14,17-19,10-13,9-14,9-13,13-17,12-14,14-18,15-17,15-18,22-25
3,Sharpshooting Point Forward,Passing & Ball Handling,3pt Shooting,"GOLD Lob City Passer, GOLD Flashy Passer, GOLD Dimer, GOLD Pick & Roll Maestro, GOLD Break Starter","Silver Ankle Breaker, Silver Tireless Scorer, Silver One Man Fast Break, Silver Difficult Shots, Silver Corner Specialist, Silver Catch & Shoot, Silver Deep Range Deadeye, Silver Limitless Range, Bronze Acrobat, Bronze Pick & Popper, Bronze Mid Range Deadeye, Bronze Tear Dropper, Bronze Defensive Stopper, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-16,4-8,14-19,18-20,21-22,22-23,6-8,7-8,9-13,5-7,9-14,13-16,19-22,19-22,9-13,22-25
3,Sharpshooting Post Scorer,Post Scoring,3pt Shooting,"GOLD Up & Under Specialist, GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Bruiser, SILVER Relentless Finisher","Silver Catch & Shoot, Silver Deep Range Deadeye, Silver Limitless Range, Silver Tireless Scorer, Silver Brick Wall, Silver Pick & Popper, Silver Pick & Roller, Bronze Difficult Shots, Bronze Tear Dropper, Bronze Mid Range Deadeye, Bronze Defensive Stopper, Bronze Posterizer, Bronze Hustle Rebounder, Bronze Acrobat, Bronze Putback King, Bronze Lob City Passer, Bronze Charge Card, Bronze Corner Specialist, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,18-21,11-15,15-18,12-13,7-11,9-13,21-22,11-16,7-13,9-14,9-14,9-12,9-12,10-12,20-23,22-25
3,Shot Creating Rebounder,Rebounding,Shot Creating,"GOLD Hustle Rebounder, GOLD Brick Wall, GOLD Break Starter, GOLD Bruiser, GOLD Putback King","Silver Lob City Finisher, Silver One Man Fast Break, Silver Mid Range Deadeye, Silver Tear Dropper, Silver Tireless Scorer, Silver Difficult Shots, Silver Posterizer, Bronze Pick & Roller, Bronze Chase Down Artist, Bronze Relentless Finisher, Bronze Defensive Stopper, Bronze Pick Dodger, Bronze Up & Under Specialist, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,13-17,12-16,12-13,6-8,8-12,8-12,12-14,21-22,10-15,10-15,20-23,11-13,12-17,13-15,20-23,22-25
3,Post Scoring Rebounder,Rebounding,Post Scoring,"HOF Bruiser, HOF Brick Wall, GOLD Hustle Rebounder, GOLD Putback King, GOLD Break Starter","Silver Lob City Finisher, Silver Posterizer, Silver Post Spin Technician, Silver Drop Stepper, Silver Up & Under Specialist, Bronze Pick & Roller, Bronze Relentless Finisher, Bronze One Man Fast Break, Bronze Chase Down Artist, Bronze Defensive Stoppe, Bronze Pick Dodger, Bronze Rim Protector, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,15-20,12-18,6-9,4-5,5-9,8-11,17-18,23-23,9-14,10-15,19-22,10-12,11-15,11-13,22-25,22-25
3,Sharpshooting Rebounder,Rebounding,3pt Shooting,"GOLD Hustle Rebounder, GOLD Brick Wall, GOLD Break Starter, GOLD Bruiser, GOLD Putback King","Silver Lob City Finisher, Silver Catch & Shoot, Silver Deep Range Deadeye, Silver Limitless Range, Silver Corner Specialist, Silver Posterizer, Bronze Pick & Roller, Bronze One Man Fast Break, Bronze Pick & Popper, Bronze Tireless Scorer, Bronze Chase Down Artist, Bronze Difficult Shots, Bronze Mid Range Deadeye, Bronze Defensive Stopper, Bronze Pick Dodger, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,12-16,10-15,10-15,12-13,6-9,9-12,11-13,21-21,10-14,9-13,19-23,10-14,11-15,11-13,19-22,22-25
3,Rebounding Post Scorer,Post Scoring,Rebounding,"HOF Bruiser, GOLD Post Spin Technician, GOLD Drop Stepper, GOLD Up & Under Specialist, GOLD Brick Wall","Silver Relentless Finisher, Silver Hustle Rebounder, Silver Putback King, Silver Break Starter, Bronze Pick & Roller, Bronze Posterizer, Bronze Lob City Finisher, Bronze Defensive Stopper, Bronze Tear Dropper, Bronze Tireless Scorer, Bronze Acrobat, Bronze One Man Fast Break, Bronze Rim Protector, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,18-22,14-18,11-14,5-7,7-10,9-13,22-23,18-21,8-13,10-15,14-18,8-11,9-12,10-12,22-25,22-25
3,Slashing Sharpshooter,3pt Shooting,Driving & Finishing,"GOLD Catch & Shoot, GOLD Deep Range Deadeye, GOLD Limitless Range, GOLD Corner Specialist, GOLD Pick & Popper","Silver Tireless Scorer, Silver Difficult Shots, Silver Pick & Roller, Silver Posterizer, Silver Relentless Finisher, Silver One Man Fast Break, Silver Lob City Finisher, Silver Mid Range Deadeye, Silver Tear Dropper, Bronze Acrobat, Bronze Putback King, Bronze Up & Under Specialist, Bronze Chase Down Artist, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,16-17,11-12,18-20,21-21,10-14,10-13,8-10,7-10,9-13,6-9,14-18,12-15,14-17,14-17,9-14,22-25
3,Two Way Sharpshooter,3pt Shooting,Defending,"GOLD Catch & Shoot, GOLD Deep Range Deadeye, GOLD Limitless Range, GOLD Corner Specialist, GOLD Pick & Popper","Silver Tireless Scorer, Silver Charge Card, Silver Difficult Shots, Silver Defensive Stopper, Silver Pick Pocket, Silver Chase Down Artist, Silver Mid Range Deadeye, Bronze Pick & Roller, Bronze Bruiser, Bronze Tear Dropper, Bronze Pick Dodger, Bronze Rim Protector, Bronze Lob City Finisher, Bronze Putback King, Bronze Up & Under Specialist, Bronze Posterizer, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,9-10,4-7,17-19,20-21,8-12,10-13,8-9,8-10,15-17,13-14,13-18,15-18,14-17,14-17,13-18,22-25
3,Playmaking Sharpshooter,3pt Shooting,Passing & Ball Handling,"GOLD Corner Specialist, GOLD Catch & Shoot, GOLD Deep Range Deadeye, GOLD Limitless Range, GOLD Pick & Popper","Gold Tireless Scorer, Silver Difficult Shots, Silver Lob City Passer, Silver Flashy Passer, Silver Mid Range Deadeye, Silver Dimer, Silver Pick & Roll Maestro, Silver Break Starter, Bronze Tear Dropper, Bronze Ankle Breaker, Bronze Pick & Roller, Bronze One Man Fast Break, Bronze Acrobat, Bronze Charge Card, Bronze Up & Under Specialist, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-13,3-5,19-21,22-23,15-18,17-18,8-10,7-9,8-12,5-7,8-14,11-15,14-17,14-17,9-13,22-25
3,Rebounding Sharpshooter,3pt Shooting,Rebounding,"GOLD Catch & Shoot, GOLD Deep Range Deadeye, GOLD Limitless Range, GOLD Corner Specialist, GOLD Pick & Popper","Silver Tireless Scorer, Silver Difficult Shots, Silver Hustle Rebounder, Silver Brick Wall, Silver Break Starter, Silver Bruiser, Silver Putback King, Silver Mid Range Deadeye, Bronze Pick & Roller, Bronze Tear Dropper, Bronze Lob City Finisher, Bronze Posterizer, Bronze Up & Under Specialist, Bronze One Man Fast Break, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,10-13,4-8,17-19,20-21,8-12,10-13,9-11,14-15,8-13,6-9,13-18,11-14,9-12,9-11,14-18,22-25
3,Post Scoring Sharpshooter,3pt Shooting,Post Scoring,"GOLD Catch & Shoot, GOLD Deep Range Deadeye, GOLD Limitless Range, GOLD Corner Specialist, GOLD Pick & Popper","Silver Tireless Scorer, Silver Up & Under Specialist, Silver Difficult Shots, Silver Mid Range Deadeye, Silver Post Spin Technician, Silver Drop Stepper, Silver Bruiser, Bronze Pick & Roller, Bronze Tear Dropper, Bronze Relentless Finisher, Bronze Brick Wall, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,13-16,5-8,19-21,21-21,9-13,11-14,15-16,9-12,8-12,6-9,8-14,10-13,9-11,9-11,14-18,22-25
3,Shot Creating Sharpshooter,3pt Shooting,Shot Creating,"GOLD Catch & Shoot, GOLD Deep Range Deadeye, GOLD Limitless Range, GOLD Corner Specialist, GOLD Tireless Scorer","Gold Difficult Shots, Gold Mid Range Deadeye, Gold Pick & Popper, Silver Tear Dropper, Bronze Pick & Roller, Bronze Up & Under Specialist, Bronze Relentess Finisher, Bronze One Man Fast Break, Bronze Lob City Passer, Bronze Charge Card, Gold Glue Hands, Gold Free Throw Ace, Gold Quick Reflexes",,11-14,4-8,23-24,23-23,11-16,11-14,9-11,7-9,8-12,6-8,9-15,11-14,11-14,11-13,9-13,22-25
